track_id,track_name,matching_file_count,field_categories_found,track_condition_evidence,rail_evidence,irrigation_evidence,rainfall_evidence,update_time_evidence,matching_files,status,notes
SEYMOUR,Seymour,57,GOING_STICK|IRRIGATION_24H|IRRIGATION_7D|IRRIGATION_GENERAL|MEETING_STATUS|PENETROMETER|RAIL_CURRENT|RAIL_PREVIOUS|RAINFALL_24H|RAINFALL_7D|TRACK_CONDITION|TRACK_MANAGER_COMMENT|UPDATED_TIME,YES,YES,YES,YES,YES,public\data\edgeiq_barrier_bias_by_track_v1.csv|public\data\edgeiq_comprehensive_predictive_model_research_v1_by_track.csv|public\data\edgeiq_condition_bias_by_track_v1.csv|public\data\edgeiq_historical_meeting_feed_v1.csv|public\data\edgeiq_jockey_track_profiles_graphql_v1.csv|public\data\edgeiq_live_track_intelligence_v2_1.csv|public\data\edgeiq_pre_result_market_rank1_join_audit_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_benchmark_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_v1_by_track.csv|public\data\edgeiq_race_strength_conditional_audit_v1.csv|public\data\edgeiq_racingcom_three_day_raw_meetings_v1.json|public\data\edgeiq_rail_data_discovery_audit_v1.csv|public\data\edgeiq_results_calendar_meetings_v1.csv|public\data\edgeiq_results_warehouse_track_coverage_v1.csv|public\data\edgeiq_run_style_bias_by_track_v1.csv|public\data\edgeiq_sp_bias_audit_v1_by_track.csv|public\data\edgeiq_sp_coverage_diagnosis_v1_by_track.csv|public\data\edgeiq_track_alias_bridge_v1.csv|public\data\edgeiq_track_alias_engine_v1.csv|public\data\edgeiq_track_bias_by_track_v1.csv,EVIDENCE_FOUND,
ST_ARNAUD,St Arnaud,40,GOING_STICK|IRRIGATION_24H|IRRIGATION_7D|IRRIGATION_GENERAL|MEETING_STATUS|PENETROMETER|RAIL_CURRENT|RAIL_PREVIOUS|RAINFALL_24H|RAINFALL_7D|TRACK_CONDITION|TRACK_MANAGER_COMMENT|UPDATED_TIME,YES,YES,YES,YES,YES,public\data\edgeiq_barrier_bias_by_track_v1.csv|public\data\edgeiq_condition_bias_by_track_v1.csv|public\data\edgeiq_historical_meeting_feed_v1.csv|public\data\edgeiq_pre_result_market_rank1_join_audit_v1_by_track.csv|public\data\edgeiq_race_strength_conditional_audit_v1.csv|public\data\edgeiq_racingcom_three_day_raw_meetings_v1.json|public\data\edgeiq_rail_data_discovery_audit_v1.csv|public\data\edgeiq_results_calendar_meetings_v1.csv|public\data\edgeiq_results_warehouse_track_coverage_v1.csv|public\data\edgeiq_run_style_bias_by_track_v1.csv|public\data\edgeiq_sp_bias_audit_v1_by_track.csv|public\data\edgeiq_sp_coverage_diagnosis_v1_by_track.csv|public\data\edgeiq_track_alias_bridge_v1.csv|public\data\edgeiq_track_bias_by_track_v1.csv|public\data\edgeiq_track_bias_dna_v1.csv|public\data\edgeiq_track_canonical_dictionary_v1.csv|public\data\edgeiq_track_canonical_dictionary_v2.csv|public\data\edgeiq_track_condition_runstyle_v1.csv|public\data\edgeiq_track_distance_bias_v1.csv|public\data\edgeiq_track_specialist_index_v1.csv,EVIDENCE_FOUND,
SWAN_HILL,Swan Hill,62,GOING_STICK|IRRIGATION_24H|IRRIGATION_7D|IRRIGATION_GENERAL|MEETING_STATUS|PENETROMETER|RAIL_CURRENT|RAIL_PREVIOUS|RAINFALL_24H|RAINFALL_7D|TRACK_CONDITION|TRACK_MANAGER_COMMENT|UPDATED_TIME,YES,YES,YES,YES,YES,public\data\edgeiq_barrier_bias_by_track_v1.csv|public\data\edgeiq_barrier_rail_condition_bias_replay_v1.json|public\data\edgeiq_comprehensive_predictive_model_research_v1_by_track.csv|public\data\edgeiq_condition_bias_by_track_v1.csv|public\data\edgeiq_execution_tracking_v2.csv|public\data\edgeiq_execution_tracking_v2_settled.csv|public\data\edgeiq_execution_tracking_v3.csv|public\data\edgeiq_execution_tracking_v3_settled.csv|public\data\edgeiq_historical_meeting_feed_v1.csv|public\data\edgeiq_jockey_track_profiles_graphql_v1.csv|public\data\edgeiq_live_blank_jockey_v2_by_track.csv|public\data\edgeiq_overlay_tracking_v1.csv|public\data\edgeiq_pre_result_market_rank1_join_audit_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_benchmark_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_v1_by_track.csv|public\data\edgeiq_race_strength_conditional_audit_v1.csv|public\data\edgeiq_racingcom_three_day_raw_meetings_v1.json|public\data\edgeiq_rail_data_discovery_audit_v1.csv|public\data\edgeiq_results_calendar_meetings_v1.csv|public\data\edgeiq_results_track_distance_condition_profile_v1.csv,EVIDENCE_FOUND,
TERANG,Terang,52,GOING_STICK|IRRIGATION_24H|IRRIGATION_7D|IRRIGATION_GENERAL|MEETING_STATUS|PENETROMETER|RAIL_CURRENT|RAIL_PREVIOUS|RAINFALL_24H|RAINFALL_7D|TRACK_CONDITION|TRACK_MANAGER_COMMENT|UPDATED_TIME,YES,YES,YES,YES,YES,public\data\edgeiq_barrier_bias_by_track_v1.csv|public\data\edgeiq_comprehensive_predictive_model_research_v1_by_track.csv|public\data\edgeiq_condition_bias_by_track_v1.csv|public\data\edgeiq_graphql_meeting_harvest_flemington_20250101_v1.json|public\data\edgeiq_historical_meeting_feed_v1.csv|public\data\edgeiq_jockey_track_profiles_graphql_v1.csv|public\data\edgeiq_pre_result_market_rank1_join_audit_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_benchmark_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_v1_by_track.csv|public\data\edgeiq_race_strength_conditional_audit_v1.csv|public\data\edgeiq_rail_data_discovery_audit_v1.csv|public\data\edgeiq_results_calendar_meetings_v1.csv|public\data\edgeiq_results_warehouse_track_coverage_v1.csv|public\data\edgeiq_run_style_bias_by_track_v1.csv|public\data\edgeiq_sp_bias_audit_v1_by_track.csv|public\data\edgeiq_sp_coverage_diagnosis_v1_by_track.csv|public\data\edgeiq_track_alias_bridge_v1.csv|public\data\edgeiq_track_alias_engine_v1.csv|public\data\edgeiq_track_bias_by_track_v1.csv|public\data\edgeiq_track_bias_dna_v1.csv,EVIDENCE_FOUND,
WANGARATTA,Wangaratta,57,GOING_STICK|IRRIGATION_24H|IRRIGATION_7D|IRRIGATION_GENERAL|MEETING_STATUS|PENETROMETER|RAIL_CURRENT|RAIL_PREVIOUS|RAINFALL_24H|RAINFALL_7D|TRACK_CONDITION|TRACK_MANAGER_COMMENT|UPDATED_TIME,YES,YES,YES,YES,YES,public\data\edgeiq_barrier_bias_by_track_v1.csv|public\data\edgeiq_comprehensive_predictive_model_research_v1_by_track.csv|public\data\edgeiq_condition_bias_by_track_v1.csv|public\data\edgeiq_historical_meeting_feed_v1.csv|public\data\edgeiq_jockey_track_profiles_graphql_v1.csv|public\data\edgeiq_model_tracking_v1.csv|public\data\edgeiq_pre_result_market_rank1_join_audit_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_benchmark_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_v1_by_track.csv|public\data\edgeiq_race_strength_conditional_audit_v1.csv|public\data\edgeiq_racingcom_three_day_raw_meetings_v1.json|public\data\edgeiq_rail_data_discovery_audit_v1.csv|public\data\edgeiq_results_calendar_meetings_v1.csv|public\data\edgeiq_results_warehouse_track_coverage_v1.csv|public\data\edgeiq_run_style_bias_by_track_v1.csv|public\data\edgeiq_sp_bias_audit_v1_by_track.csv|public\data\edgeiq_sp_coverage_diagnosis_v1_by_track.csv|public\data\edgeiq_track_alias_bridge_v1.csv|public\data\edgeiq_track_alias_engine_v1.csv|public\data\edgeiq_track_bias_by_track_v1.csv,EVIDENCE_FOUND,
WARRACKNABEAL,Warracknabeal,43,GOING_STICK|IRRIGATION_24H|IRRIGATION_7D|IRRIGATION_GENERAL|MEETING_STATUS|PENETROMETER|RAIL_CURRENT|RAIL_PREVIOUS|RAINFALL_24H|RAINFALL_7D|TRACK_CONDITION|TRACK_MANAGER_COMMENT|UPDATED_TIME,YES,YES,YES,YES,YES,public\data\edgeiq_barrier_bias_by_track_v1.csv|public\data\edgeiq_comprehensive_predictive_model_research_v1_by_track.csv|public\data\edgeiq_condition_bias_by_track_v1.csv|public\data\edgeiq_historical_meeting_feed_v1.csv|public\data\edgeiq_pre_result_market_rank1_join_audit_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_benchmark_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_v1_by_track.csv|public\data\edgeiq_race_strength_conditional_audit_v1.csv|public\data\edgeiq_rail_data_discovery_audit_v1.csv|public\data\edgeiq_results_calendar_meetings_v1.csv|public\data\edgeiq_results_warehouse_track_coverage_v1.csv|public\data\edgeiq_run_style_bias_by_track_v1.csv|public\data\edgeiq_sp_bias_audit_v1_by_track.csv|public\data\edgeiq_sp_coverage_diagnosis_v1_by_track.csv|public\data\edgeiq_track_alias_engine_v1.csv|public\data\edgeiq_track_bias_by_track_v1.csv|public\data\edgeiq_track_bias_dna_v1.csv|public\data\edgeiq_track_canonical_dictionary_v1.csv|public\data\edgeiq_track_canonical_dictionary_v2.csv|public\data\edgeiq_track_condition_runstyle_v1.csv,EVIDENCE_FOUND,
WARRNAMBOOL,Warrnambool,63,GOING_STICK|IRRIGATION_24H|IRRIGATION_7D|IRRIGATION_GENERAL|MEETING_STATUS|PENETROMETER|RAIL_CURRENT|RAIL_PREVIOUS|RAINFALL_24H|RAINFALL_7D|TRACK_CONDITION|TRACK_MANAGER_COMMENT|UPDATED_TIME,YES,YES,YES,YES,YES,public\data\edgeiq_barrier_bias_by_track_v1.csv|public\data\edgeiq_barrier_rail_condition_bias_replay_v1.json|public\data\edgeiq_bet_feedback_by_track.csv|public\data\edgeiq_comprehensive_predictive_model_research_v1_by_track.csv|public\data\edgeiq_condition_bias_by_track_v1.csv|public\data\edgeiq_condition_bias_summary_v1.csv|public\data\edgeiq_experiment_tracker_v1.csv|public\data\edgeiq_historical_meeting_feed_v1.csv|public\data\edgeiq_jockey_track_profiles_graphql_v1.csv|public\data\edgeiq_lone_leader_stability_audit_v1_by_track.csv|public\data\edgeiq_model_tracking_v1.csv|public\data\edgeiq_pre_result_market_rank1_join_audit_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_benchmark_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_v1_by_track.csv|public\data\edgeiq_race_strength_conditional_audit_v1.csv|public\data\edgeiq_racingcom_three_day_raw_meetings_v1.json|public\data\edgeiq_rail_data_discovery_audit_v1.csv|public\data\edgeiq_results_calendar_meetings_v1.csv|public\data\edgeiq_results_warehouse_track_coverage_v1.csv|public\data\edgeiq_run_style_bias_by_track_v1.csv,EVIDENCE_FOUND,
WERRIBEE,Werribee,54,GOING_STICK|IRRIGATION_24H|IRRIGATION_7D|IRRIGATION_GENERAL|MEETING_STATUS|PENETROMETER|RAIL_CURRENT|RAIL_PREVIOUS|RAINFALL_24H|RAINFALL_7D|TRACK_CONDITION|TRACK_MANAGER_COMMENT|UPDATED_TIME,YES,YES,YES,YES,YES,public\data\edgeiq_barrier_bias_by_track_v1.csv|public\data\edgeiq_barrier_rail_condition_bias_replay_v1.json|public\data\edgeiq_comprehensive_predictive_model_research_v1_by_track.csv|public\data\edgeiq_condition_bias_by_track_v1.csv|public\data\edgeiq_condition_bias_summary_v1.csv|public\data\edgeiq_graphql_meeting_harvest_flemington_20250101_v1.json|public\data\edgeiq_historical_meeting_feed_v1.csv|public\data\edgeiq_pre_result_market_rank1_join_audit_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_benchmark_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_v1_by_track.csv|public\data\edgeiq_race_strength_conditional_audit_v1.csv|public\data\edgeiq_racingcom_three_day_raw_meetings_v1.json|public\data\edgeiq_rail_data_discovery_audit_v1.csv|public\data\edgeiq_results_calendar_meetings_v1.csv|public\data\edgeiq_results_warehouse_track_coverage_v1.csv|public\data\edgeiq_run_style_bias_by_track_v1.csv|public\data\edgeiq_sp_bias_audit_v1_by_track.csv|public\data\edgeiq_sp_coverage_diagnosis_v1_by_track.csv|public\data\edgeiq_track_alias_bridge_v1.csv|public\data\edgeiq_track_alias_engine_v1.csv,EVIDENCE_FOUND,
WODONGA,Wodonga,57,GOING_STICK|IRRIGATION_24H|IRRIGATION_7D|IRRIGATION_GENERAL|MEETING_STATUS|PENETROMETER|RAIL_CURRENT|RAIL_PREVIOUS|RAINFALL_24H|RAINFALL_7D|TRACK_CONDITION|TRACK_MANAGER_COMMENT|UPDATED_TIME,YES,YES,YES,YES,YES,public\data\edgeiq_barrier_bias_by_track_v1.csv|public\data\edgeiq_barrier_rail_condition_bias_replay_v1.json|public\data\edgeiq_comprehensive_predictive_model_research_v1_by_track.csv|public\data\edgeiq_condition_bias_by_track_v1.csv|public\data\edgeiq_historical_meeting_feed_v1.csv|public\data\edgeiq_jockey_track_profiles_graphql_v1.csv|public\data\edgeiq_pre_result_market_rank1_join_audit_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_benchmark_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_v1_by_track.csv|public\data\edgeiq_race_strength_conditional_audit_v1.csv|public\data\edgeiq_racingcom_three_day_raw_meetings_v1.json|public\data\edgeiq_rail_data_discovery_audit_v1.csv|public\data\edgeiq_results_calendar_meetings_v1.csv|public\data\edgeiq_results_warehouse_track_coverage_v1.csv|public\data\edgeiq_run_style_bias_by_track_v1.csv|public\data\edgeiq_sp_bias_audit_v1_by_track.csv|public\data\edgeiq_sp_coverage_diagnosis_v1_by_track.csv|public\data\edgeiq_track_alias_bridge_v1.csv|public\data\edgeiq_track_alias_engine_v1.csv|public\data\edgeiq_track_bias_by_track_v1.csv,EVIDENCE_FOUND,
YARRA_VALLEY,Yarra Valley,48,GOING_STICK|IRRIGATION_24H|IRRIGATION_7D|IRRIGATION_GENERAL|MEETING_STATUS|PENETROMETER|RAIL_CURRENT|RAIL_PREVIOUS|RAINFALL_24H|RAINFALL_7D|TRACK_CONDITION|TRACK_MANAGER_COMMENT|UPDATED_TIME,YES,YES,YES,YES,YES,public\data\edgeiq_barrier_bias_by_track_v1.csv|public\data\edgeiq_comprehensive_predictive_model_research_v1_by_track.csv|public\data\edgeiq_condition_bias_by_track_v1.csv|public\data\edgeiq_historical_meeting_feed_v1.csv|public\data\edgeiq_pre_result_market_rank1_join_audit_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_benchmark_v1_by_track.csv|public\data\edgeiq_predictive_engine_baseline_v1_by_track.csv|public\data\edgeiq_race_strength_conditional_audit_v1.csv|public\data\edgeiq_rail_data_discovery_audit_v1.csv|public\data\edgeiq_results_calendar_meetings_v1.csv|public\data\edgeiq_results_warehouse_track_coverage_v1.csv|public\data\edgeiq_run_style_bias_by_track_v1.csv|public\data\edgeiq_sp_bias_audit_v1_by_track.csv|public\data\edgeiq_sp_coverage_diagnosis_v1_by_track.csv|public\data\edgeiq_track_alias_bridge_v1.csv|public\data\edgeiq_track_alias_engine_v1.csv|public\data\edgeiq_track_bias_by_track_v1.csv|public\data\edgeiq_track_bias_dna_v1.csv|public\data\edgeiq_track_canonical_dictionary_v1.csv|public\data\edgeiq_track_canonical_dictionary_v2.csv,EVIDENCE_FOUND,
