current_race_date,track,race_no,horse,trainer_name,jockey_name,trainer_canonical,jockey_canonical,combo_canonical,connection_evidence_status,trainer_track_read,trainer_distance_read,trainer_prep_read,trainer_market_read,jockey_track_read,jockey_distance_read,jockey_heavy_read,combo_read,connection_strength,connection_band,connection_score,connection_angle_1,connection_angle_2,connection_angle_3,connection_risk_1,connection_narrative,evidence_quality,join_quality
2026-06-25,BENDIGO,5,PINOT FOR MIKE,"BEN, WILL & JD HAYES",JAMIE MOTT,BWJDHAYES,JMOTT,BWJDHAYES|JMOTT,DEVELOPING_CONNECTION,"Trainer at BENDIGO: 64 starts, 21.9% win, 50.0% place, A/E 2.12, ROI +3.0%","Trainer over short trips: 1075 starts, 13.9% win, 39.6% place, A/E 0.77, ROI -45.2%","Trainer prep profile: 782 starts, NEUTRAL, ELITE SAMPLE, win lift -0.4pts, place lift +0.1pts | Combo prep profile: 14 starts, NEUTRAL, DEVELOPING, win lift -7.5pts, place lift -5.7pts","Trainer market profile: 4345 starts, 16.0% win, 41.2% place, A/E 1.01, ROI -31.7%","Jockey at BENDIGO: 486 starts, 9.3% win, 33.7% place, A/E 0.68, ROI -38.0%","Jockey over short trips: 2276 starts, 12.1% win, 37.7% place, A/E 0.80, ROI -33.4%",Not applicable today,"Trainer/jockey combination: 73 starts, 11.0% win, 32.9% place, A/E 0.65, ROI -44.1%",NEUTRAL,NEUTRAL,6,Trainer track profile: A/E 2.12 from 64 starts,Trainer distance profile: 39.6% place from 1075 starts,Trainer market profile: 41.2% place from 4345 starts,Jockey track profile: below market expectation,PINOT FOR MIKE has a neutral connection read. Trainer track profile: A/E 2.12 from 64 starts.,HIGH,CANONICAL_BRIDGE
2026-06-25,BENDIGO,5,HI VAL,CIARON MAHER,JABEZ JOHNSTONE,CMAHER,JAJOHNSTONE,CMAHER|JAJOHNSTONE,DEVELOPING_CONNECTION,"Trainer at BENDIGO: 58 starts, 10.3% win, 27.6% place, A/E 0.95, ROI -30.1%","Trainer over short trips: 827 starts, 14.6% win, 40.7% place, A/E 0.92, ROI -18.2%","Trainer prep profile: 1065 starts, NEUTRAL, ELITE SAMPLE, win lift -0.1pts, place lift -2.0pts | Combo prep profile: 18 starts, NEUTRAL, DEVELOPING, win lift -12.4pts, place lift -17.6pts","Trainer market profile: 3837 starts, 14.5% win, 39.0% place, A/E 0.95, ROI -27.2%",Limited sample,"Jockey over short trips: 11 starts, 9.1% win, 27.3% place, A/E 0.54, ROI -40.9%",Not applicable today,"Trainer/jockey combination: 53 starts, 22.6% win, 49.1% place, A/E 1.54, ROI -10.9%",NEUTRAL,NEUTRAL,42,Trainer distance profile: 40.7% place from 827 starts,Trainer market profile: 39.0% place from 3837 starts,Trainer/jockey combination: A/E 1.54 from 53 starts,Jockey distance profile: below market expectation,HI VAL has a neutral connection read. Trainer distance profile: 40.7% place from 827 starts.,HIGH,BRIDGE_RESOLVED
2026-06-25,BENDIGO,5,HIDDEN COMFORT,MICHAEL HUGLIN,WILL GORDON,MEHUGLIN,WGORDON,MEHUGLIN|WGORDON,STRONG_CONNECTION,Limited sample,"Trainer over short trips: 242 starts, 10.7% win, 27.7% place, A/E 0.94, ROI +11.8%","Trainer prep profile: 222 starts, NEUTRAL, ELITE SAMPLE, win lift -0.4pts, place lift -1.7pts","Trainer market profile: 671 starts, 9.7% win, 28.3% place, A/E 0.82, ROI -12.1%","Jockey at BENDIGO: 67 starts, 9.0% win, 26.9% place, A/E 1.35, ROI -56.0%","Jockey over short trips: 579 starts, 10.9% win, 30.1% place, A/E 0.93, ROI -6.3%",Not applicable today,Limited sample,POSITIVE,POSITIVE,53,Trainer distance profile: ROI +11.8% from 242 starts,Jockey track profile: A/E 1.35 from 67 starts,"Trainer prep profile: 222 starts, NEUTRAL, ELITE SAMPLE, win lift -0.4pts, place lift -1.7pts",Trainer market profile: below market expectation,HIDDEN COMFORT has a positive connection read. Trainer distance profile: ROI +11.8% from 242 starts.,HIGH,BRIDGE_RESOLVED
2026-06-25,BENDIGO,6,CONDOR,TIM FITZSIMMONS,ZAC MOORE,TLFITZSIMMONS,ZMOORE,TLFITZSIMMONS|ZMOORE,STRONG_CONNECTION,"Trainer at BENDIGO: 20 starts, 15.0% win, 45.0% place, A/E 1.46, ROI -100.0%","Trainer over sprint trips: 87 starts, 19.5% win, 51.7% place, A/E 1.39, ROI -36.4%","Trainer prep profile: 58 starts, NEUTRAL, STRONG, win lift -1.8pts, place lift +6.1pts","Trainer market profile: 184 starts, 15.2% win, 42.9% place, A/E 1.05, ROI -47.0%",Limited sample,"Jockey over sprint trips: 35 starts, 5.7% win, 25.7% place, A/E 0.86, ROI -94.3%",Not applicable today,Limited sample,ELITE,ELITE,79,Trainer track profile: A/E 1.46 from 20 starts,Trainer distance profile: A/E 1.39 from 87 starts,Trainer market profile: A/E 1.05 from 184 starts,,CONDOR has a elite connection read. Trainer track profile: A/E 1.46 from 20 starts.,HIGH,BRIDGE_RESOLVED
2026-06-25,BENDIGO,6,ENDLESS FOREVERS,ROBERT HICKMOTT,RYAN HOUSTON,RLHICKMOTT,RKHOUSTON,RLHICKMOTT|RKHOUSTON,DEVELOPING_CONNECTION,"Trainer at BENDIGO: 76 starts, 19.7% win, 42.1% place, A/E 0.89, ROI +49.3%","Trainer over sprint trips: 99 starts, 7.1% win, 30.3% place, A/E 0.56, ROI -74.6%","Trainer prep profile: 498 starts, NEUTRAL, ELITE SAMPLE, win lift -0.6pts, place lift -1.8pts","Trainer market profile: 1199 starts, 13.6% win, 34.7% place, A/E 0.84, ROI -28.5%","Jockey at BENDIGO: 8 starts, 12.5% win, 25.0% place, A/E 0.99, ROI -65.0%","Jockey over sprint trips: 351 starts, 11.1% win, 27.9% place, A/E 1.14, ROI +1.5%",Not applicable today,Limited sample,NEUTRAL,NEUTRAL,31,Trainer track profile: ROI +49.3% from 76 starts,Jockey distance profile: A/E 1.14 from 351 starts,"Trainer prep profile: 498 starts, NEUTRAL, ELITE SAMPLE, win lift -0.6pts, place lift -1.8pts",Trainer distance profile: below market expectation,ENDLESS FOREVERS has a neutral connection read. Trainer track profile: ROI +49.3% from 76 starts.,HIGH,BRIDGE_RESOLVED
2026-06-25,BENDIGO,6,POCKET SIZE,BILL PAPAZAHAROUDAKIS,NADIA DANIELS,BPAPAZAHAROUDAKIS,NDANIELS,BPAPAZAHAROUDAKIS|NDANIELS,STRONG_CONNECTION,Limited sample,"Trainer over sprint trips: 56 starts, 10.7% win, 33.9% place, A/E 0.75, ROI -63.1%","Trainer prep profile: 74 starts, NEUTRAL, STRONG, win lift -0.2pts, place lift -8.4pts | Combo prep profile: 12 starts, NEUTRAL, DEVELOPING, win lift +1.9pts, place lift +5.6pts","Trainer market profile: 227 starts, 13.7% win, 32.6% place, A/E 1.23, ROI +5.3%","Jockey at BENDIGO: 13 starts, 7.7% win, 30.8% place, A/E 0.78, ROI -74.6%","Jockey over sprint trips: 156 starts, 7.1% win, 31.4% place, A/E 0.93, ROI -60.2%",Not applicable today,"Trainer/jockey combination: 27 starts, 14.8% win, 44.4% place, A/E 1.21, ROI -46.1%",POSITIVE,POSITIVE,48,Trainer market profile: A/E 1.23 from 227 starts,Trainer/jockey combination: A/E 1.21 from 27 starts,"Trainer prep profile: 74 starts, NEUTRAL, STRONG, win lift -0.2pts, place lift -8.4pts",Trainer distance profile: below market expectation,POCKET SIZE has a positive connection read. Trainer market profile: A/E 1.23 from 227 starts.,HIGH,CANONICAL_BRIDGE
2026-06-25,BENDIGO,6,ZOUROSA,JASON WARREN,ROSE HAMMOND,JWARREN,RHAMMOND,JWARREN|RHAMMOND,STRONG_CONNECTION,"Trainer at BENDIGO: 8 starts, 37.5% win, 62.5% place, A/E 2.92, ROI +375.0%","Trainer over sprint trips: 248 starts, 13.3% win, 40.7% place, A/E 1.23, ROI -28.4%","Trainer prep profile: 236 starts, NEUTRAL, ELITE SAMPLE, win lift +1.0pts, place lift +1.7pts","Trainer market profile: 839 starts, 11.1% win, 35.9% place, A/E 0.90, ROI -39.2%",Limited sample,Limited sample,Not applicable today,Limited sample,ELITE,ELITE,79,Trainer track profile: A/E 2.92 from 8 starts,Trainer distance profile: A/E 1.23 from 248 starts,"Trainer prep profile: 236 starts, NEUTRAL, ELITE SAMPLE, win lift +1.0pts, place lift +1.7pts",,ZOUROSA has a elite connection read. Trainer track profile: A/E 2.92 from 8 starts.,HIGH,CANONICAL_BRIDGE
2026-06-25,BENDIGO,6,STAR TRIP,CIARON MAHER,NOT NOTIFIED,CMAHER,,,DEVELOPING_CONNECTION,"Trainer at BENDIGO: 58 starts, 10.3% win, 27.6% place, A/E 0.95, ROI -30.1%","Trainer over sprint trips: 731 starts, 15.6% win, 39.4% place, A/E 1.11, ROI -39.4%","Trainer prep profile: 1065 starts, NEUTRAL, ELITE SAMPLE, win lift -0.1pts, place lift -2.0pts","Trainer market profile: 3837 starts, 14.5% win, 39.0% place, A/E 0.95, ROI -27.2%","Jockey at BENDIGO: 28 starts, 3.6% win, 17.9% place, A/E 0.50, ROI -84.3%","Jockey over sprint trips: 519 starts, 0.4% win, 2.3% place, A/E 0.45, ROI -96.0%",Not applicable today,"Trainer/jockey combination: 48 starts, 0.0% win, 0.0% place, ROI -100.0%",NEUTRAL,NEUTRAL,0,Trainer distance profile: A/E 1.11 from 731 starts,Trainer market profile: 39.0% place from 3837 starts,"Trainer prep profile: 1065 starts, NEUTRAL, ELITE SAMPLE, win lift -0.1pts, place lift -2.0pts",Jockey track profile: below market expectation,STAR TRIP has a neutral connection read. Trainer distance profile: A/E 1.11 from 731 starts.,HIGH,MISSING_JOCKEY
2026-06-25,BENDIGO,6,ETERNAL DARKNESS,ANTHONY CHIBNALL,JACKSON RADLEY,ABCHIBNALL,JGRADLEY,ABCHIBNALL|JGRADLEY,DEVELOPING_CONNECTION,"Trainer at BENDIGO: 17 starts, 5.9% win, 23.5% place, A/E 1.01, ROI -100.0%","Trainer over sprint trips: 71 starts, 7.0% win, 33.8% place, A/E 0.79, ROI -64.8%","Trainer prep profile: 82 starts, NEUTRAL, STRONG, win lift +5.0pts, place lift +2.3pts","Trainer market profile: 242 starts, 8.3% win, 33.9% place, A/E 0.82, ROI -54.7%",Limited sample,"Jockey over sprint trips: 78 starts, 6.4% win, 21.8% place, A/E 0.62, ROI -90.5%",Not applicable today,Limited sample,NEUTRAL,NEUTRAL,0,"Trainer prep profile: 82 starts, NEUTRAL, STRONG, win lift +5.0pts, place lift +2.3pts",,,Trainer distance profile: below market expectation,"ETERNAL DARKNESS has a neutral connection read. Trainer prep profile: 82 starts, NEUTRAL, STRONG, win lift +5.0pts, place lift +2.3pts.",HIGH,BRIDGE_RESOLVED
2026-06-25,BENDIGO,6,PREVENTION,ROBBIE GRIFFITHS,STEPHANIE HATELEY,RDGRIFFITHS,SRHATELEY,RDGRIFFITHS|SRHATELEY,DEVELOPING_CONNECTION,"Trainer at BENDIGO: 497 starts, 13.9% win, 35.8% place, A/E 0.98, ROI +15.4%","Trainer over sprint trips: 2118 starts, 14.1% win, 40.0% place, A/E 0.89, ROI -16.5%","Trainer prep profile: 2095 starts, NEUTRAL, ELITE SAMPLE, win lift +0.3pts, place lift -0.4pts","Trainer market profile: 7203 starts, 11.9% win, 36.0% place, A/E 0.80, ROI -25.9%",Limited sample,"Jockey over sprint trips: 75 starts, 13.3% win, 34.7% place, A/E 1.12, ROI -50.8%",Not applicable today,Limited sample,NEUTRAL,NEUTRAL,41,Trainer track profile: ROI +15.4% from 497 starts,Trainer distance profile: 40.0% place from 2118 starts,Jockey distance profile: A/E 1.12 from 75 starts,Trainer market profile: below market expectation,PREVENTION has a neutral connection read. Trainer track profile: ROI +15.4% from 497 starts.,HIGH,BRIDGE_RESOLVED
2026-06-25,BENDIGO,6,KILCARN,MADDIE RAYMOND & PATRICK BELL,JACKSON RADLEY,MRPBELL,JGRADLEY,MRPBELL|JGRADLEY,STRONG_CONNECTION,Limited sample,"Trainer over sprint trips: 32 starts, 21.9% win, 37.5% place, A/E 1.76, ROI +56.2%","Trainer prep profile: 36 starts, NEUTRAL, MODERATE, win lift +5.8pts, place lift -0.6pts","Trainer market profile: 130 starts, 13.1% win, 30.0% place, A/E 1.01, ROI +27.5%",Limited sample,"Jockey over sprint trips: 78 starts, 6.4% win, 21.8% place, A/E 0.62, ROI -90.5%",Not applicable today,Limited sample,STRONG,STRONG,69,Trainer distance profile: A/E 1.76 from 32 starts,Trainer market profile: ROI +27.5% from 130 starts,"Trainer prep profile: 36 starts, NEUTRAL, MODERATE, win lift +5.8pts, place lift -0.6pts",Jockey distance profile: below market expectation,KILCARN has a strong connection read. Trainer distance profile: A/E 1.76 from 32 starts.,HIGH,BRIDGE_RESOLVED
2026-06-25,BENDIGO,6,LONSTAR,ANTHONY & SAM FREEDMAN,LOGAN BATES,ASFREEDMAN,LJBATES,ASFREEDMAN|LJBATES,DEVELOPING_CONNECTION,"Trainer at BENDIGO: 58 starts, 10.3% win, 44.8% place, A/E 0.45, ROI -73.0%","Trainer over sprint trips: 892 starts, 21.5% win, 50.8% place, A/E 1.10, ROI -22.6%","Trainer prep profile: 660 starts, NEUTRAL, ELITE SAMPLE, win lift +0.6pts, place lift -2.0pts","Trainer market profile: 2674 starts, 18.6% win, 45.3% place, A/E 0.95, ROI -20.5%","Jockey at BENDIGO: 13 starts, 0.0% win, 23.1% place, A/E 0.00, ROI -100.0%","Jockey over sprint trips: 340 starts, 12.9% win, 37.4% place, A/E 0.98, ROI -34.5%",Not applicable today,"Trainer/jockey combination: 30 starts, 13.3% win, 33.3% place, A/E 0.79, ROI -29.8%",NEUTRAL,NEUTRAL,17,Trainer track profile: 44.8% place from 58 starts,Trainer distance profile: A/E 1.10 from 892 starts,Trainer market profile: 45.3% place from 2674 starts,Jockey track profile: below market expectation,LONSTAR has a neutral connection read. Trainer track profile: 44.8% place from 58 starts.,HIGH,BRIDGE_RESOLVED
2026-06-25,BENDIGO,6,WALTER SPUR,TREVOR ROGERS,LOGAN BATES,TROGERS,LJBATES,TROGERS|LJBATES,STRONG_CONNECTION,Limited sample,"Trainer over sprint trips: 100 starts, 12.0% win, 33.0% place, A/E 0.85, ROI -22.8%","Trainer prep profile: 111 starts, NEUTRAL, ELITE SAMPLE, win lift -2.4pts, place lift -4.8pts | Combo prep profile: 8 starts, MILD COMBO PREP EDGE, DEVELOPING, win lift +9.2pts, place lift +27.6pts","Trainer market profile: 295 starts, 10.5% win, 31.9% place, A/E 0.79, ROI -39.0%","Jockey at BENDIGO: 13 starts, 0.0% win, 23.1% place, A/E 0.00, ROI -100.0%","Jockey over sprint trips: 340 starts, 12.9% win, 37.4% place, A/E 0.98, ROI -34.5%",Not applicable today,"Trainer/jockey combination: 19 starts, 15.8% win, 47.4% place, A/E 1.27, ROI +18.4%",POSITIVE,POSITIVE,58,Trainer/jockey combination: A/E 1.27 from 19 starts,"Trainer prep profile: 111 starts, NEUTRAL, ELITE SAMPLE, win lift -2.4pts, place lift -4.8pts","Combo prep profile: 8 starts, MILD COMBO PREP EDGE, DEVELOPING, win lift +9.2pts, place lift +27.6pts",Trainer distance profile: below market expectation,WALTER SPUR has a positive connection read. Trainer/jockey combination: A/E 1.27 from 19 starts.,HIGH,BRIDGE_RESOLVED
2026-06-25,BENDIGO,6,SURPRISATIC,BRENT STANLEY,BRITTANY BUTTON,BSTANLEY,BABUTTON,BSTANLEY|BABUTTON,DEVELOPING_CONNECTION,"Trainer at BENDIGO: 156 starts, 15.4% win, 31.4% place, A/E 1.35, ROI +30.8%","Trainer over sprint trips: 296 starts, 13.9% win, 36.5% place, A/E 0.90, ROI -12.8%","Trainer prep profile: 369 starts, NEUTRAL, ELITE SAMPLE, win lift +1.0pts, place lift -2.2pts","Trainer market profile: 1116 starts, 12.9% win, 32.5% place, A/E 0.96, ROI -8.7%","Jockey at BENDIGO: 8 starts, 12.5% win, 25.0% place, A/E 0.77, ROI +6.2%","Jockey over sprint trips: 177 starts, 4.5% win, 22.6% place, A/E 0.63, ROI -82.6%",Not applicable today,Limited sample,NEUTRAL,NEUTRAL,39,Trainer track profile: A/E 1.35 from 156 starts,Jockey track profile: ROI +6.2% from 8 starts,"Trainer prep profile: 369 starts, NEUTRAL, ELITE SAMPLE, win lift +1.0pts, place lift -2.2pts",Jockey distance profile: below market expectation,SURPRISATIC has a neutral connection read. Trainer track profile: A/E 1.35 from 156 starts.,HIGH,BRIDGE_RESOLVED
2026-06-25,BENDIGO,6,DA NANG STAR,AILEEN VANDERFEEN,CASSIDY HILL,AMVANDERFEEN,CJHILL,AMVANDERFEEN|CJHILL,STRONG_CONNECTION,"Trainer at BENDIGO: 13 starts, 0.0% win, 7.7% place, A/E 0.00, ROI -100.0%","Trainer over sprint trips: 28 starts, 21.4% win, 39.3% place, A/E 2.64, ROI +21.4%","Trainer prep profile: 60 starts, NEUTRAL, STRONG, win lift -5.9pts, place lift -9.7pts","Trainer market profile: 157 starts, 10.8% win, 31.2% place, A/E 1.22, ROI -32.5%",Limited sample,"Jockey over sprint trips: 71 starts, 9.9% win, 31.0% place, A/E 4.02, ROI -64.8%",Not applicable today,Limited sample,ELITE,ELITE,75,Trainer distance profile: A/E 2.64 from 28 starts,Trainer market profile: A/E 1.22 from 157 starts,Jockey distance profile: A/E 4.02 from 71 starts,Trainer track profile: below market expectation,DA NANG STAR has a elite connection read. Trainer distance profile: A/E 2.64 from 28 starts.,HIGH,BRIDGE_RESOLVED
2026-06-25,BENDIGO,6,IN HASTE,MARK WALKER,LIANA WOOD,MWWALKER,LWOOD,MWWALKER|LWOOD,STRONG_CONNECTION,Limited sample,"Trainer over sprint trips: 163 starts, 17.2% win, 44.2% place, A/E 1.25, ROI -36.4%","Trainer prep profile: 206 starts, NEUTRAL, ELITE SAMPLE, win lift +0.4pts, place lift -2.0pts","Trainer market profile: 611 starts, 14.9% win, 40.8% place, A/E 1.02, ROI -35.4%",Limited sample,"Jockey over sprint trips: 38 starts, 7.9% win, 31.6% place, A/E 1.35, ROI -46.8%",Not applicable today,Limited sample,POSITIVE,POSITIVE,59,Trainer distance profile: A/E 1.25 from 163 starts,Trainer market profile: 40.8% place from 611 starts,Jockey distance profile: A/E 1.35 from 38 starts,,IN HASTE has a positive connection read. Trainer distance profile: A/E 1.25 from 163 starts.,HIGH,BRIDGE_RESOLVED
2026-06-25,BENDIGO,6,HARMONETT,VINCENT HALL,DAKOTAH KEANE,VHALL,DKEANE,VHALL|DKEANE,STRONG_CONNECTION,Limited sample,"Trainer over sprint trips: 10 starts, 20.0% win, 30.0% place, A/E 3.12, ROI +160.0%","Trainer prep profile: 26 starts, MILD PREP CONTEXT EDGE, MODERATE, win lift +8.5pts, place lift +12.3pts","Trainer market profile: 66 starts, 18.2% win, 33.3% place, A/E 2.44, ROI +77.4%",Limited sample,"Jockey over sprint trips: 265 starts, 11.3% win, 30.2% place, A/E 1.05, ROI -25.2%",Not applicable today,"Trainer/jockey combination: 6 starts, 0.0% win, 0.0% place, A/E 0.00, ROI -100.0%",ELITE,ELITE,83,Trainer distance profile: A/E 3.12 from 10 starts,Trainer market profile: A/E 2.44 from 66 starts,"Trainer prep profile: 26 starts, MILD PREP CONTEXT EDGE, MODERATE, win lift +8.5pts, place lift +12.3pts",Trainer/jockey combination: below market expectation,HARMONETT has a elite connection read. Trainer distance profile: A/E 3.12 from 10 starts.,HIGH,CANONICAL_BRIDGE
2026-06-25,BENDIGO,6,CONFLICT,PETER G MOODY & KATHERINE COLEMAN,EMILY POZMAN,PGMKCOLEMAN,EKPOZMAN,PGMKCOLEMAN|EKPOZMAN,STRONG_CONNECTION,"Trainer at BENDIGO: 19 starts, 15.8% win, 36.8% place, A/E 1.35, ROI -27.9%","Trainer over sprint trips: 450 starts, 15.1% win, 42.0% place, A/E 1.08, ROI -45.9%","Trainer prep profile: 470 starts, NEUTRAL, ELITE SAMPLE, win lift -1.3pts, place lift -2.1pts | Combo prep profile: 25 starts, NEUTRAL, MODERATE, win lift +5.6pts, place lift -0.3pts","Trainer market profile: 1973 starts, 13.5% win, 39.8% place, A/E 0.83, ROI -28.2%","Jockey at BENDIGO: 9 starts, 11.1% win, 11.1% place, A/E 1.08, ROI -72.2%","Jockey over sprint trips: 193 starts, 13.0% win, 35.2% place, A/E 0.95, ROI -30.3%",Not applicable today,"Trainer/jockey combination: 147 starts, 19.0% win, 48.3% place, A/E 0.95, ROI -15.4%",ELITE,ELITE,78,Trainer track profile: A/E 1.35 from 19 starts,Trainer distance profile: A/E 1.08 from 450 starts,Trainer market profile: 39.8% place from 1973 starts,,CONFLICT has a elite connection read. Trainer track profile: A/E 1.35 from 19 starts.,HIGH,BRIDGE_RESOLVED
2026-06-25,BENDIGO,6,WEAPON CLEAR,DEAN BINAISSE,CAITLIN HOLLOWOOD,DKBINAISSE,CHOLLOWOOD,DKBINAISSE|CHOLLOWOOD,STRONG_CONNECTION,"Trainer at BENDIGO: 47 starts, 14.9% win, 31.9% place, A/E 1.56, ROI +10.0%","Trainer over sprint trips: 350 starts, 10.6% win, 30.6% place, A/E 1.01, ROI -14.9%","Trainer prep profile: 433 starts, NEUTRAL, ELITE SAMPLE, win lift -0.4pts, place lift -4.4pts","Trainer market profile: 1307 starts, 8.9% win, 28.8% place, A/E 0.88, ROI -29.2%",Limited sample,"Jockey over sprint trips: 19 starts, 5.3% win, 5.3% place, A/E 1.02, ROI -68.4%",Not applicable today,Limited sample,POSITIVE,POSITIVE,49,Trainer track profile: A/E 1.56 from 47 starts,"Trainer prep profile: 433 starts, NEUTRAL, ELITE SAMPLE, win lift -0.4pts, place lift -4.4pts",,,WEAPON CLEAR has a positive connection read. Trainer track profile: A/E 1.56 from 47 starts.,HIGH,BRIDGE_RESOLVED
2026-06-25,BENDIGO,6,SEMELLE ROUGE,MICK PRICE & MICHAEL KENT JNR,OLIVIA EAST,MPMKJNR,OIEAST,MPMKJNR|OIEAST,STRONG_CONNECTION,"Trainer at BENDIGO: 161 starts, 13.0% win, 34.2% place, A/E 0.68, ROI -41.6%","Trainer over sprint trips: 863 starts, 19.6% win, 43.1% place, A/E 1.04, ROI -29.7%","Trainer prep profile: 1121 starts, NEUTRAL, ELITE SAMPLE, win lift +2.1pts, place lift -0.3pts | Combo prep profile: 10 starts, MILD COMBO PREP EDGE, DEVELOPING, win lift +10.0pts, place lift +0.0pts","Trainer market profile: 4843 starts, 16.2% win, 40.8% place, A/E 0.86, ROI -24.5%",Limited sample,"Jockey over sprint trips: 50 starts, 22.0% win, 44.0% place, A/E 2.28, ROI -41.2%",Not applicable today,"Trainer/jockey combination: 48 starts, 22.9% win, 50.0% place, A/E 1.26, ROI -52.9%",ELITE,ELITE,82,Trainer distance profile: 43.1% place from 863 starts,Trainer market profile: 40.8% place from 4843 starts,Jockey distance profile: A/E 2.28 from 50 starts,Trainer track profile: below market expectation,SEMELLE ROUGE has a elite connection read. Trainer distance profile: 43.1% place from 863 starts.,HIGH,BRIDGE_RESOLVED
2026-06-25,BENDIGO,7,FLASHLIGHT,PATRICK PAYNE,BRAD RAWILLER,PPAYNE,BRAWILLER,PPAYNE|BRAWILLER,DEVELOPING_CONNECTION,"Trainer at BENDIGO: 179 starts, 11.7% win, 34.1% place, A/E 0.76, ROI -19.3%","Trainer over staying trips: 1064 starts, 15.4% win, 41.4% place, A/E 0.83, ROI -29.7%","Trainer prep profile: 1353 starts, NEUTRAL, ELITE SAMPLE, win lift -0.5pts, place lift -3.8pts | Combo prep profile: 26 starts, NEUTRAL, MODERATE, win lift -7.6pts, place lift -2.9pts","Trainer market profile: 3696 starts, 15.8% win, 42.1% place, A/E 0.87, ROI -21.0%","Jockey at BENDIGO: 963 starts, 11.8% win, 36.6% place, A/E 0.75, ROI -41.2%","Jockey over staying trips: 1381 starts, 16.1% win, 46.1% place, A/E 0.86, ROI -24.4%",Not applicable today,"Trainer/jockey combination: 88 starts, 22.7% win, 52.3% place, A/E 1.02, ROI -28.4%",NEUTRAL,NEUTRAL,20,Trainer distance profile: 41.4% place from 1064 starts,Trainer market profile: 42.1% place from 3696 starts,Jockey distance profile: 46.1% place from 1381 starts,Trainer track profile: below market expectation,FLASHLIGHT has a neutral connection read. Trainer distance profile: 41.4% place from 1064 starts.,HIGH,CANONICAL_BRIDGE
2026-06-25,BENDIGO,7,BRILLANTEZZA,PATRICK PAYNE,BILLY EGAN,PPAYNE,BEGAN,PPAYNE|BEGAN,DEVELOPING_CONNECTION,"Trainer at BENDIGO: 179 starts, 11.7% win, 34.1% place, A/E 0.76, ROI -19.3%","Trainer over staying trips: 1064 starts, 15.4% win, 41.4% place, A/E 0.83, ROI -29.7%","Trainer prep profile: 1353 starts, NEUTRAL, ELITE SAMPLE, win lift -0.5pts, place lift -3.8pts","Trainer market profile: 3696 starts, 15.8% win, 42.1% place, A/E 0.87, ROI -21.0%",Limited sample,Limited sample,Not applicable today,Limited sample,NEUTRAL,NEUTRAL,21,Trainer distance profile: 41.4% place from 1064 starts,Trainer market profile: 42.1% place from 3696 starts,"Trainer prep profile: 1353 starts, NEUTRAL, ELITE SAMPLE, win lift -0.5pts, place lift -3.8pts",Trainer track profile: below market expectation,BRILLANTEZZA has a neutral connection read. Trainer distance profile: 41.4% place from 1064 starts.,HIGH,CANONICAL_BRIDGE
2026-06-25,BENDIGO,7,SASTERION,TIM FITZSIMMONS,MITCHELL AITKEN,TLFITZSIMMONS,MAITKEN,TLFITZSIMMONS|MAITKEN,STRONG_CONNECTION,"Trainer at BENDIGO: 20 starts, 15.0% win, 45.0% place, A/E 1.46, ROI -100.0%",Limited sample,"Trainer prep profile: 58 starts, NEUTRAL, STRONG, win lift -1.8pts, place lift +6.1pts","Trainer market profile: 184 starts, 15.2% win, 42.9% place, A/E 1.05, ROI -47.0%","Jockey at BENDIGO: 37 starts, 8.1% win, 18.9% place, A/E 1.24, ROI -20.8%","Jockey over staying trips: 38 starts, 10.5% win, 28.9% place, A/E 1.08, ROI -23.7%",Not applicable today,Limited sample,ELITE,ELITE,81,Trainer track profile: A/E 1.46 from 20 starts,Trainer market profile: A/E 1.05 from 184 starts,Jockey track profile: A/E 1.24 from 37 starts,,SASTERION has a elite connection read. Trainer track profile: A/E 1.46 from 20 starts.,HIGH,BRIDGE_RESOLVED
2026-06-25,BENDIGO,7,AUTUMN DIAMONDS,RHIANNON SCHIFFER,JACKIE BERIMAN,RKSCHIFFER,JBERIMAN,RKSCHIFFER|JBERIMAN,STRONG_CONNECTION,Limited sample,"Trainer over staying trips: 15 starts, 6.7% win, 33.3% place, A/E 0.69, ROI -40.0%","Trainer prep profile: 17 starts, NEUTRAL, MODERATE, win lift -7.8pts, place lift -3.4pts","Trainer market profile: 64 starts, 7.8% win, 32.8% place, A/E 0.77, ROI -32.2%","Jockey at BENDIGO: 48 starts, 14.6% win, 29.2% place, A/E 1.94, ROI +67.5%","Jockey over staying trips: 253 starts, 8.3% win, 17.4% place, A/E 0.89, ROI -30.7%",Not applicable today,"Trainer/jockey combination: 7 starts, 14.3% win, 42.9% place, A/E 1.80, ROI +28.6%",POSITIVE,POSITIVE,59,Jockey track profile: A/E 1.94 from 48 starts,Trainer/jockey combination: A/E 1.80 from 7 starts,"Trainer prep profile: 17 starts, NEUTRAL, MODERATE, win lift -7.8pts, place lift -3.4pts",Trainer distance profile: below market expectation,AUTUMN DIAMONDS has a positive connection read. Jockey track profile: A/E 1.94 from 48 starts.,HIGH,BRIDGE_RESOLVED
