race_date,track,race_no,race_key,runner_key,horse,horse_key,saddlecloth,barrier,jockey,trainer,model_rank,win_pct,fair_price,live_price,edge_pct,positive_1,positive_1_value,positive_2,positive_2_value,positive_3,positive_3_value,risk_1,risk_1_value,risk_2,risk_2_value,risk_3,risk_3_value,why_ranked_here,runner_profile_summary,projection_confidence_score,profile_confidence_score,market_confidence_score,data_quality_score,connection_confidence_score,final_confidence_score,confidence_band,confidence_explanation,last_5_ratings,last_5_rating_dates,rating_trend,rating_trend_delta,last_5_finish_positions,last_5_tracks,trend_label,trend_summary,rating_source_method,race_tempo,race_shape_label,race_shape_story,pace_advantage_runner,late_power_beneficiary,pressure_risk_runner,leader_count,on_pace_count,midfield_count,backmarker_count,explainability_feed_status,built_at,connection_score,connection_band,connection_positive_1,connection_positive_1_value,connection_positive_2,connection_positive_2_value,connection_risk_1,connection_risk_1_value,connection_narrative,market_expectation_label,sp_expectation_delta,trainer_track_sr,jockey_track_sr,combo_sr,combo_track_sr,sp_sample_starts,connection_summary_for_decision_engine,explainability_v1_2_status
2026-06-20,DONALD,1,2026-06-20_DONALD_R1,2026-06-20_DONALD_R1_CATTLEMANSBAR,CATTLEMAN'S BAR,CATTLEMANSBAR,1,6,TEO NUGENT,PAUL PREUSKER,12,4.74,21.08,0.0,,,,,,,,Projection Gap,-19.75,Distance Fit,0.0,Condition Fit,0.0,"Rank #12: strongest supports are limited positive evidence. Main risks are Projection Gap -19.75, Distance Fit 0.0, Condition Fit 0.0.",Profile POOR | Map OFF PACE | Action NO MARKET,90.0,53.0,45.0,93.33,95.0,72.75,SOLID,SOLID confidence. Strongest component is connection 95.0. Weakest component is market 45.0. Final confidence 72.8 uses existing confidence where available; otherwise explanatory decomposition.,43.42,2025-12-21,INSUFFICIENT_HISTORY,0.0,6,HORSHAM,INSUFFICIENT_HISTORY,Only one prior historical run found; trend cannot be assessed.,performance_rating_v6_research,EVEN,CONTROLLED SPEED MAP,Tempo profiles as even with 1 leader(s) and 8 on-pace runner(s). Map advantage: ENZO CHARLEY. Pressure risk: ENZO CHARLEY.,ENZO CHARLEY,,ENZO CHARLEY,1,8,5,2,COMPLETE,2026-06-20T04:27:53.682438+00:00,33,NEGATIVE,,,,,Underperforms SP,-32.8 pts from 11,Market expectation risk: this connection has underperformed starting-price expectation from available history.,UNDERPERFORMS_MARKET,-32.7629,6.4103,25.0,2.9412,,11,Market expectation risk: this connection has underperformed starting-price expectation from available history.,COMPLETE
2026-06-20,FLEMINGTON,2,2026-06-20_FLEMINGTON_R2,2026-06-20_FLEMINGTON_R2_HARDEVIDENCE,HARD EVIDENCE,HARDEVIDENCE,6,15,JYE MCNEIL,CHRIS WALLER,17,2.94,34.02,21.0,-38.3,Sectionals,63.0,Class Fit,57.7,Sectionals,+1.95,Distance Fit,0.0,Condition Fit,0.0,Market Underlay,-38.3%,"Rank #17: strongest supports are Sectionals 63.0, Class Fit 57.7, Sectionals +1.95. Main risks are Distance Fit 0.0, Condition Fit 0.0, Market Underlay -38.3%.",Profile POOR | Map BACKMARKER | Edge -38.3% | Action UNDERLAY,65.0,56.2,85.0,86.67,95.0,73.05,SOLID,SOLID confidence. Strongest component is connection 95.0. Weakest component is profile 56.2. Final confidence 73.0 uses existing confidence where available; otherwise explanatory decomposition.,,,INSUFFICIENT_HISTORY,0.0,,,INSUFFICIENT_HISTORY,No prior historical runs found.,results_only_no_rating,FAST / HIGH PRESSURE,PRESSURE RACE,5 likely leaders create early pressure. Map advantage: MADESIAN. Pressure risk: RAINSUN.,MADESIAN,,RAINSUN,5,6,8,0,COMPLETE,2026-06-20T04:27:53.682438+00:00,42,NEGATIVE,,,,,Underperforms SP,-6.1 pts from 52,Market expectation risk: this connection has underperformed starting-price expectation from available history.,UNDERPERFORMS_MARKET,-6.0662,7.7181,6.5934,6.8,6.383,52,Market expectation risk: this connection has underperformed starting-price expectation from available history.,COMPLETE
2026-06-20,FLEMINGTON,2,2026-06-20_FLEMINGTON_R2,2026-06-20_FLEMINGTON_R2_NIHANCAN,NIHANCAN,NIHANCAN,7,16,PATRICK MOLONEY,J G SYMONS & S LAXON,18,2.94,34.02,71.0,108.7,Value Edge,+108.7%,Condition Fit,100.0,Runner Profile DNA,68.0,Projected Speed,31.0,Distance Fit,38.0,Distance,-1.2,"Rank #18: strongest supports are Value Edge +108.7%, Condition Fit 100.0, Runner Profile DNA 68.0. Main risks are Projected Speed 31.0, Distance Fit 38.0, Distance -1.2.",Profile POSITIVE | Map MIDFIELD | Edge 108.7% | Action WATCH,65.0,100,85.0,86.67,95.0,84.0,HIGH,HIGH confidence. Strongest component is profile 100. Weakest component is projection 65.0. Final confidence 84.0 uses existing confidence where available; otherwise explanatory decomposition.,,,INSUFFICIENT_HISTORY,0.0,,,INSUFFICIENT_HISTORY,No prior historical runs found.,results_only_no_rating,FAST / HIGH PRESSURE,PRESSURE RACE,5 likely leaders create early pressure. Map advantage: MADESIAN. Pressure risk: RAINSUN.,MADESIAN,,RAINSUN,5,6,8,0,COMPLETE,2026-06-20T04:27:53.682438+00:00,45,NEUTRAL,,,,,Jockey track,4.2% from 95,Connection profile is under pressure: Jockey track 4.2% from 95.,INSUFFICIENT_SP_SAMPLE,,11.1111,4.2105,0.0,0.0,0,Connection profile is under pressure: Jockey track 4.2% from 95.,COMPLETE
2026-06-20,FLEMINGTON,2,2026-06-20_FLEMINGTON_R2,2026-06-20_FLEMINGTON_R2_THINKYOURAMAZING,THINK YOUR AMAZING,THINKYOURAMAZING,8,4,EOIN WALSH,MATT CUMANI,8,5.05,19.81,12.0,-39.4,Distance Fit,93.5,Class Fit,84.3,Runner Profile DNA,59.3,Condition Fit,0.0,Market Underlay,-39.4%,Sectionals,25.0,"Rank #8: strongest supports are Distance Fit 93.5, Class Fit 84.3, Runner Profile DNA 59.3. Main risks are Condition Fit 0.0, Market Underlay -39.4%, Sectionals 25.0.",Profile POSITIVE | Map BACKMARKER | Edge -39.4% | Action UNDERLAY,65.0,100,85.0,86.67,95.0,84.0,HIGH,HIGH confidence. Strongest component is profile 100. Weakest component is projection 65.0. Final confidence 84.0 uses existing confidence where available; otherwise explanatory decomposition.,,,INSUFFICIENT_HISTORY,0.0,,,INSUFFICIENT_HISTORY,No prior historical runs found.,results_only_no_rating,FAST / HIGH PRESSURE,PRESSURE RACE,5 likely leaders create early pressure. Map advantage: MADESIAN. Pressure risk: RAINSUN.,MADESIAN,,RAINSUN,5,6,8,0,COMPLETE,2026-06-20T04:27:53.682438+00:00,35,NEGATIVE,,,,,Combo at track,0.0% from 9,Connection profile is under pressure: Combo at track 0.0% from 9.,MARKET_NEUTRAL,3.1925,3.6364,0.0,11.3712,0.0,81,Connection profile is under pressure: Combo at track 0.0% from 9.,COMPLETE
2026-06-20,FLEMINGTON,2,2026-06-20_FLEMINGTON_R2,2026-06-20_FLEMINGTON_R2_COLIZZI,COLIZZI,COLIZZI,9,2,DECLAN BATES,DAVID & CORAL FEEK,19,2.94,34.02,26.0,-23.6,Projected Speed,67.0,Sectionals,64.0,Class Fit,62.0,Market Underlay,-23.6%,Distance Fit,27.0,Rating,-4.11,"Rank #19: strongest supports are Projected Speed 67.0, Sectionals 64.0, Class Fit 62.0. Main risks are Market Underlay -23.6%, Distance Fit 27.0, Rating -4.11.",Profile NEUTRAL | Map PACE | Edge -23.6% | Action UNDERLAY,65.0,88.5,85.0,86.67,95.0,81.13,HIGH,HIGH confidence. Strongest component is connection 95.0. Weakest component is projection 65.0. Final confidence 81.1 uses existing confidence where available; otherwise explanatory decomposition.,,,INSUFFICIENT_HISTORY,0.0,,,INSUFFICIENT_HISTORY,No prior historical runs found.,results_only_no_rating,FAST / HIGH PRESSURE,PRESSURE RACE,5 likely leaders create early pressure. Map advantage: MADESIAN. Pressure risk: RAINSUN.,MADESIAN,,RAINSUN,5,6,8,0,COMPLETE,2026-06-20T04:27:53.682438+00:00,42,NEGATIVE,,,,,Trainer track,0.0% from 10,Connection profile is under pressure: Trainer track 0.0% from 10.,INSUFFICIENT_SP_SAMPLE,,0.0,6.3158,0.0,,0,Connection profile is under pressure: Trainer track 0.0% from 10.,COMPLETE
2026-06-20,FLEMINGTON,3,2026-06-20_FLEMINGTON_R3,2026-06-20_FLEMINGTON_R3_BOLDSOUL,BOLD SOUL,BOLDSOUL,1,7,BILLY EGAN,PATRICK PAYNE,2,11.3,8.85,7.0,-20.9,Distance Fit,84.2,Runner Profile DNA,76.0,Class Fit,75.8,Market Underlay,-20.9%,Projected Speed,44.0,Condition,1.44,"Rank #2: strongest supports are Distance Fit 84.2, Runner Profile DNA 76.0, Class Fit 75.8. Main risks are Market Underlay -20.9%, Projected Speed 44.0, Condition 1.44.",Profile STRONG | Map PACE | Edge -20.9% | Action UNDERLAY,65.0,100,85.0,86.67,95.0,84.0,HIGH,HIGH confidence. Strongest component is profile 100. Weakest component is projection 65.0. Final confidence 84.0 uses existing confidence where available; otherwise explanatory decomposition.,,,INSUFFICIENT_HISTORY,0.0,,,INSUFFICIENT_HISTORY,No prior historical runs found.,results_only_no_rating,MODERATE,EVEN RACE SHAPE,Tempo profiles as moderate with 2 leader(s) and 6 on-pace runner(s). Map advantage: THE WESTERN FRONT. Pressure risk: VEGAS JACK.,THE WESTERN FRONT,,VEGAS JACK,2,6,4,1,COMPLETE,2026-06-20T04:27:53.682438+00:00,54,NEUTRAL,Trainer track,15.5% from 116,,,,,Connection profile is strong: Trainer track 15.5% from 116.,INSUFFICIENT_SP_SAMPLE,,15.5172,,,,0,Connection profile is strong: Trainer track 15.5% from 116.,COMPLETE
2026-06-20,FLEMINGTON,3,2026-06-20_FLEMINGTON_R3,2026-06-20_FLEMINGTON_R3_MRWATERVILLE,MR WATERVILLE,MRWATERVILLE,10,5,BEAU MERTENS,CLAYTON DOUGLAS,10,5.68,17.6,14.0,-20.4,Distance Fit,72.9,Class Fit,71.6,Sectionals,63.0,Condition Fit,27.0,Market Underlay,-20.4%,Condition,-1.84,"Rank #10: strongest supports are Distance Fit 72.9, Class Fit 71.6, Sectionals 63.0. Main risks are Condition Fit 27.0, Market Underlay -20.4%, Condition -1.84.",Profile NEUTRAL | Map OFF PACE | Edge -20.4% | Action UNDERLAY,65.0,98.2,85.0,86.67,95.0,83.55,HIGH,HIGH confidence. Strongest component is profile 98.2. Weakest component is projection 65.0. Final confidence 83.5 uses existing confidence where available; otherwise explanatory decomposition.,,,INSUFFICIENT_HISTORY,0.0,,,INSUFFICIENT_HISTORY,No prior historical runs found.,results_only_no_rating,MODERATE,EVEN RACE SHAPE,Tempo profiles as moderate with 2 leader(s) and 6 on-pace runner(s). Map advantage: THE WESTERN FRONT. Pressure risk: VEGAS JACK.,THE WESTERN FRONT,,VEGAS JACK,2,6,4,1,COMPLETE,2026-06-20T04:27:53.682438+00:00,58,POSITIVE,Outperforms SP,+34.2 pts from 12,Trainer/Jockey combo,19.0% from 42,Jockey track,2.7% from 226,Connection profile is strong: Outperforms SP +34.2 pts from 12 and trainer/jockey combo 19.0% from 42 and outperform market expectation.,OUTPERFORMS_MARKET,34.1762,8.1081,2.6549,19.0476,0.0,12,Connection profile is strong: Outperforms SP +34.2 pts from 12 and trainer/jockey combo 19.0% from 42 and outperform market expectation.,COMPLETE
2026-06-20,FLEMINGTON,3,2026-06-20_FLEMINGTON_R3,2026-06-20_FLEMINGTON_R3_VEGASJACK,VEGAS JACK,VEGASJACK,11,4,DEAN YENDALL,CRAIG CONRON,5,8.32,12.03,9.5,-21.0,Class Fit,90.4,Condition Fit,78.0,Sectionals,63.0,Distance Fit,0.0,Market Underlay,-21.0%,Distance,-5.0,"Rank #5: strongest supports are Class Fit 90.4, Condition Fit 78.0, Sectionals 63.0. Main risks are Distance Fit 0.0, Market Underlay -21.0%, Distance -5.0.",Profile NEUTRAL | Map OFF PACE | Edge -21.0% | Action UNDERLAY,65.0,97.1,85.0,86.67,95.0,83.28,HIGH,HIGH confidence. Strongest component is profile 97.1. Weakest component is projection 65.0. Final confidence 83.3 uses existing confidence where available; otherwise explanatory decomposition.,81.7 > 69.32,2025-12-05 > 2025-11-25,IMPROVING,12.38,1 > 3,MORNINGTON > ARARAT,IMPROVING,IMPROVING: rating trend up 12.38 across last 2 available runs.,performance_rating_v6_research,MODERATE,EVEN RACE SHAPE,Tempo profiles as moderate with 2 leader(s) and 6 on-pace runner(s). Map advantage: THE WESTERN FRONT. Pressure risk: VEGAS JACK.,THE WESTERN FRONT,,VEGAS JACK,2,6,4,1,COMPLETE,2026-06-20T04:27:53.682438+00:00,45,NEUTRAL,,,,,Jockey track,5.4% from 130,Connection profile is under pressure: Jockey track 5.4% from 130.,INSUFFICIENT_SP_SAMPLE,,0.0,5.3846,0.0,0.0,0,Connection profile is under pressure: Jockey track 5.4% from 130.,COMPLETE
2026-06-20,FLEMINGTON,3,2026-06-20_FLEMINGTON_R3,2026-06-20_FLEMINGTON_R3_HIGHLANDBLAZE,HIGHLAND BLAZE,HIGHLANDBLAZE,12,2,CRAIG WILLIAMS,SHANE JACKSON,7,7.9,12.66,10.0,-21.0,Distance Fit,77.6,Class Fit,77.2,Runner Profile DNA,76.6,Market Underlay,-21.0%,Profile,1.75,Late Power,0.36,"Rank #7: strongest supports are Distance Fit 77.6, Class Fit 77.2, Runner Profile DNA 76.6. Main risks are Market Underlay -21.0%, Profile 1.75, Late Power 0.36.",Profile STRONG | Map PACE | Edge -21.0% | Action UNDERLAY,65.0,100,85.0,86.67,95.0,84.0,HIGH,HIGH confidence. Strongest component is profile 100. Weakest component is projection 65.0. Final confidence 84.0 uses existing confidence where available; otherwise explanatory decomposition.,71.5 > 70.48 > 61.94 > 58.3 > 82.0,2026-05-31 > 2026-05-06 > 2026-04-15 > 2026-03-28 > 2025-08-03,DECLINING,-10.5,2 > 2 > 4 > 6 > 1,SANL > WNBL > SANL > FLEM > SANL,DECLINING,DECLINING: rating trend down -10.5 across last 5 available runs.,performance_rating_v6_research,MODERATE,EVEN RACE SHAPE,Tempo profiles as moderate with 2 leader(s) and 6 on-pace runner(s). Map advantage: THE WESTERN FRONT. Pressure risk: VEGAS JACK.,THE WESTERN FRONT,,VEGAS JACK,2,6,4,1,COMPLETE,2026-06-20T04:27:53.682438+00:00,45,NEUTRAL,,,,,Trainer track,0.0% from 21,Connection profile is under pressure: Trainer track 0.0% from 21.,INSUFFICIENT_SP_SAMPLE,,0.0,10.1887,0.0,,0,Connection profile is under pressure: Trainer track 0.0% from 21.,COMPLETE
2026-06-20,FLEMINGTON,3,2026-06-20_FLEMINGTON_R3,2026-06-20_FLEMINGTON_R3_SAMUELLANGHORNE,SAMUEL LANGHORNE,SAMUELLANGHORNE,13,3,LUKE CARTWRIGHT,MICHAEL KENT,12,3.47,28.86,23.0,-20.3,Class Fit,74.6,Condition Fit,72.9,Runner Profile DNA,69.8,Projected Speed,19.0,Market Underlay,-20.3%,Rating,-6.01,"Rank #12: strongest supports are Class Fit 74.6, Condition Fit 72.9, Runner Profile DNA 69.8. Main risks are Projected Speed 19.0, Market Underlay -20.3%, Rating -6.01.",Profile POSITIVE | Map PACE | Edge -20.3% | Action UNDERLAY,65.0,100,85.0,86.67,95.0,84.0,HIGH,HIGH confidence. Strongest component is profile 100. Weakest component is projection 65.0. Final confidence 84.0 uses existing confidence where available; otherwise explanatory decomposition.,,,INSUFFICIENT_HISTORY,0.0,,,INSUFFICIENT_HISTORY,No prior historical runs found.,results_only_no_rating,MODERATE,EVEN RACE SHAPE,Tempo profiles as moderate with 2 leader(s) and 6 on-pace runner(s). Map advantage: THE WESTERN FRONT. Pressure risk: VEGAS JACK.,THE WESTERN FRONT,,VEGAS JACK,2,6,4,1,COMPLETE,2026-06-20T04:27:53.682438+00:00,50,NEUTRAL,,,,,,,Connection evidence is neutral: enough trainer/jockey data but no standout positive or negative edge.,INSUFFICIENT_SP_SAMPLE,,10.1399,,,,0,Connection evidence is neutral: enough trainer/jockey data but no standout positive or negative edge.,COMPLETE
2026-06-20,FLEMINGTON,3,2026-06-20_FLEMINGTON_R3,2026-06-20_FLEMINGTON_R3_TEMPESTI,TEMPESTI,TEMPESTI,2,9,JAMIE MOTT,MATT CUMANI,3,8.8,11.36,9.0,-20.8,Sectionals,61.0,Sectionals,+1.65,Profile,+0.9,Projected Speed,21.0,Distance Fit,27.0,Condition Fit,27.0,"Rank #3: strongest supports are Sectionals 61.0, Sectionals +1.65, Profile +0.9. Main risks are Projected Speed 21.0, Distance Fit 27.0, Condition Fit 27.0.",Profile NEGATIVE | Map BACKMARKER | Edge -20.8% | Action UNDERLAY,65.0,76.9,85.0,86.67,95.0,78.23,SOLID,SOLID confidence. Strongest component is connection 95.0. Weakest component is projection 65.0. Final confidence 78.2 uses existing confidence where available; otherwise explanatory decomposition.,,,INSUFFICIENT_HISTORY,0.0,,,INSUFFICIENT_HISTORY,No prior historical runs found.,results_only_no_rating,MODERATE,EVEN RACE SHAPE,Tempo profiles as moderate with 2 leader(s) and 6 on-pace runner(s). Map advantage: THE WESTERN FRONT. Pressure risk: VEGAS JACK.,THE WESTERN FRONT,,VEGAS JACK,2,6,4,1,COMPLETE,2026-06-20T04:27:53.682438+00:00,40,NEGATIVE,,,,,Jockey track,4.3% from 186,Connection profile is under pressure: Jockey track 4.3% from 186.,INSUFFICIENT_SP_SAMPLE,33.3833,3.6364,4.3011,14.2857,0.0,2,Connection profile is under pressure: Jockey track 4.3% from 186.,COMPLETE
2026-06-20,FLEMINGTON,3,2026-06-20_FLEMINGTON_R3,2026-06-20_FLEMINGTON_R3_VIRTUOUSCIRCLE,VIRTUOUS CIRCLE,VIRTUOUSCIRCLE,3,6,DECLAN BATES,LIAM HOWLEY,8,7.9,12.66,10.0,-21.0,Sectionals,64.0,Class Fit,57.2,Sectionals,+2.1,Projected Speed,17.0,Market Underlay,-21.0%,Distance Fit,40.0,"Rank #8: strongest supports are Sectionals 64.0, Class Fit 57.2, Sectionals +2.1. Main risks are Projected Speed 17.0, Market Underlay -21.0%, Distance Fit 40.0.",Profile NEUTRAL | Map MIDFIELD | Edge -21.0% | Action UNDERLAY,65.0,82.7,85.0,86.67,95.0,79.68,SOLID,SOLID confidence. Strongest component is connection 95.0. Weakest component is projection 65.0. Final confidence 79.7 uses existing confidence where available; otherwise explanatory decomposition.,,,INSUFFICIENT_HISTORY,0.0,,,INSUFFICIENT_HISTORY,No prior historical runs found.,results_only_no_rating,MODERATE,EVEN RACE SHAPE,Tempo profiles as moderate with 2 leader(s) and 6 on-pace runner(s). Map advantage: THE WESTERN FRONT. Pressure risk: VEGAS JACK.,THE WESTERN FRONT,,VEGAS JACK,2,6,4,1,COMPLETE,2026-06-20T04:27:53.682438+00:00,45,NEUTRAL,,,,,Trainer track,5.6% from 36,Connection profile is under pressure: Trainer track 5.6% from 36.,INSUFFICIENT_SP_SAMPLE,73.6842,5.5556,6.3158,12.5,,1,Connection profile is under pressure: Trainer track 5.6% from 36.,COMPLETE
2026-06-20,FLEMINGTON,3,2026-06-20_FLEMINGTON_R3,2026-06-20_FLEMINGTON_R3_ALDER,ALDER,ALDER,4,12,HARRY COFFEY,TRENT BUSUTTIN & NATALIE YOUNG,6,8.32,12.03,9.5,-21.0,Class Fit,71.6,Sectionals,62.0,Projected Speed,62.0,Distance Fit,0.0,Market Underlay,-21.0%,Runner Profile DNA,40.4,"Rank #6: strongest supports are Class Fit 71.6, Sectionals 62.0, Projected Speed 62.0. Main risks are Distance Fit 0.0, Market Underlay -21.0%, Runner Profile DNA 40.4.",Profile NEGATIVE | Map PACE | Edge -21.0% | Action UNDERLAY,65.0,81.4,85.0,86.67,95.0,79.35,SOLID,SOLID confidence. Strongest component is connection 95.0. Weakest component is projection 65.0. Final confidence 79.3 uses existing confidence where available; otherwise explanatory decomposition.,,,INSUFFICIENT_HISTORY,0.0,,,INSUFFICIENT_HISTORY,No prior historical runs found.,results_only_no_rating,MODERATE,EVEN RACE SHAPE,Tempo profiles as moderate with 2 leader(s) and 6 on-pace runner(s). Map advantage: THE WESTERN FRONT. Pressure risk: VEGAS JACK.,THE WESTERN FRONT,,VEGAS JACK,2,6,4,1,COMPLETE,2026-06-20T04:27:53.682438+00:00,39,NEGATIVE,,,,,Trainer/Jockey combo,0.0% from 11,Connection profile is under pressure: Trainer/Jockey combo 0.0% from 11.,INSUFFICIENT_SP_SAMPLE,-50.4281,9.4059,4.5113,0.0,0.0,4,Connection profile is under pressure: Trainer/Jockey combo 0.0% from 11.,COMPLETE
2026-06-20,FLEMINGTON,3,2026-06-20_FLEMINGTON_R3,2026-06-20_FLEMINGTON_R3_THEWESTERNFRONT,THE WESTERN FRONT,THEWESTERNFRONT,5,13,DANIEL STACKHOUSE,"BEN, WILL & JD HAYES",1,13.17,7.59,6.0,-21.0,Condition Fit,100.0,Runner Profile DNA,94.0,Distance Fit,91.3,Market Underlay,-21.0%,Sectionals,2.1,Profile,1.75,"Rank #1: strongest supports are Condition Fit 100.0, Runner Profile DNA 94.0, Distance Fit 91.3. Main risks are Market Underlay -21.0%, Sectionals 2.1, Profile 1.75.",Profile ELITE | Map OFF PACE | Edge -21.0% | Action UNDERLAY,65.0,100,85.0,86.67,95.0,84.0,HIGH,HIGH confidence. Strongest component is profile 100. Weakest component is projection 65.0. Final confidence 84.0 uses existing confidence where available; otherwise explanatory decomposition.,,,INSUFFICIENT_HISTORY,0.0,,,INSUFFICIENT_HISTORY,No prior historical runs found.,results_only_no_rating,MODERATE,EVEN RACE SHAPE,Tempo profiles as moderate with 2 leader(s) and 6 on-pace runner(s). Map advantage: THE WESTERN FRONT. Pressure risk: VEGAS JACK.,THE WESTERN FRONT,,VEGAS JACK,2,6,4,1,COMPLETE,2026-06-20T04:27:53.682438+00:00,55,NEUTRAL,Trainer/Jockey combo,14.3% from 721,,,,,Connection profile is strong: Trainer/Jockey combo 14.3% from 721.,MARKET_NEUTRAL,-2.9615,10.8352,8.4615,14.2857,10.6061,249,Connection profile is strong: Trainer/Jockey combo 14.3% from 721.,COMPLETE
2026-06-20,FLEMINGTON,3,2026-06-20_FLEMINGTON_R3,2026-06-20_FLEMINGTON_R3_TAJANIS,TAJANIS,TAJANIS,6,11,LACHLAN NEINDORF,CHARLOTTE LITTLEFIELD,11,5.68,17.6,14.0,-20.4,Distance Fit,62.0,Sectionals,62.0,Runner Profile DNA,56.8,Market Underlay,-20.4%,Profile,0.9,Late Power,0.4,"Rank #11: strongest supports are Distance Fit 62.0, Sectionals 62.0, Runner Profile DNA 56.8. Main risks are Market Underlay -20.4%, Profile 0.9, Late Power 0.4.",Profile NEUTRAL | Map BACKMARKER | Edge -20.4% | Action UNDERLAY,65.0,93.8,85.0,86.67,95.0,82.45,HIGH,HIGH confidence. Strongest component is connection 95.0. Weakest component is projection 65.0. Final confidence 82.5 uses existing confidence where available; otherwise explanatory decomposition.,,,INSUFFICIENT_HISTORY,0.0,,,INSUFFICIENT_HISTORY,No prior historical runs found.,results_only_no_rating,MODERATE,EVEN RACE SHAPE,Tempo profiles as moderate with 2 leader(s) and 6 on-pace runner(s). Map advantage: THE WESTERN FRONT. Pressure risk: VEGAS JACK.,THE WESTERN FRONT,,VEGAS JACK,2,6,4,1,COMPLETE,2026-06-20T04:27:53.682438+00:00,49,NEUTRAL,Trainer track,14.8% from 27,,,Jockey track,4.9% from 41,Connection profile is strong: Trainer track 14.8% from 27.,INSUFFICIENT_SP_SAMPLE,-1.1524,14.8148,4.878,13.3333,,4,Connection profile is strong: Trainer track 14.8% from 27.,COMPLETE
2026-06-20,FLEMINGTON,3,2026-06-20_FLEMINGTON_R3,2026-06-20_FLEMINGTON_R3_HOWLINRAIN,HOWLIN' RAIN,HOWLINRAIN,7,8,JYE MCNEIL,CINDY ALDERSON,9,7.21,13.88,11.0,-20.7,Class Fit,80.2,Distance Fit,76.0,Runner Profile DNA,75.4,Market Underlay,-20.7%,Condition,1.6,Rating,-0.44,"Rank #9: strongest supports are Class Fit 80.2, Distance Fit 76.0, Runner Profile DNA 75.4. Main risks are Market Underlay -20.7%, Condition 1.6, Rating -0.44.",Profile STRONG | Map LEADER | Edge -20.7% | Action UNDERLAY,65.0,100,85.0,86.67,95.0,84.0,HIGH,HIGH confidence. Strongest component is profile 100. Weakest component is projection 65.0. Final confidence 84.0 uses existing confidence where available; otherwise explanatory decomposition.,64.22 > 82.0,2025-12-06 > 2025-11-16,DECLINING,-17.78,4 > 1,SPORTSBET-BALLARAT > MOE,DECLINING,DECLINING: rating trend down -17.78 across last 2 available runs.,performance_rating_v6_research,MODERATE,EVEN RACE SHAPE,Tempo profiles as moderate with 2 leader(s) and 6 on-pace runner(s). Map advantage: THE WESTERN FRONT. Pressure risk: VEGAS JACK.,THE WESTERN FRONT,,VEGAS JACK,2,6,4,1,COMPLETE,2026-06-20T04:27:53.682438+00:00,60,POSITIVE,Trainer/Jockey combo,20.0% from 10,,,,,Connection profile is strong: Trainer/Jockey combo 20.0% from 10.,INSUFFICIENT_SP_SAMPLE,14.1406,11.7647,6.5934,20.0,,4,Connection profile is strong: Trainer/Jockey combo 20.0% from 10.,COMPLETE
2026-06-20,FLEMINGTON,3,2026-06-20_FLEMINGTON_R3,2026-06-20_FLEMINGTON_R3_KINGOFWALLSTREET,KINGOFWALLSTREET,KINGOFWALLSTREET,8,10,DAMIEN THORNTON,MATT CUMANI,4,8.8,11.36,9.0,-20.8,Condition Fit,100.0,Class Fit,66.0,Runner Profile DNA,64.3,Distance Fit,27.0,Market Underlay,-20.8%,Distance,-2.3,"Rank #4: strongest supports are Condition Fit 100.0, Class Fit 66.0, Runner Profile DNA 64.3. Main risks are Distance Fit 27.0, Market Underlay -20.8%, Distance -2.3.",Profile POSITIVE | Map MIDFIELD | Edge -20.8% | Action UNDERLAY,45.0,100,85.0,80.0,95.0,77.0,SOLID,SOLID confidence. Strongest component is profile 100. Weakest component is projection 45.0. Final confidence 77.0 uses existing confidence where available; otherwise explanatory decomposition.,,2026-06-06 > 2024-11-02 > 2024-10-19 > 2024-09-22 > 2024-09-19,INSUFFICIENT_HISTORY,0.0,12 > 4 > 1 > 2 > SCR,FLEMINGTON > FLEMINGTON > CAULFIELD > FLEMINGTON > CRANBOURNE,INSUFFICIENT_HISTORY,Only one prior historical run found; trend cannot be assessed.,results_only_no_rating,MODERATE,EVEN RACE SHAPE,Tempo profiles as moderate with 2 leader(s) and 6 on-pace runner(s). Map advantage: THE WESTERN FRONT. Pressure risk: VEGAS JACK.,THE WESTERN FRONT,,VEGAS JACK,2,6,4,1,COMPLETE,2026-06-20T04:27:53.682438+00:00,45,NEUTRAL,,,,,Trainer track,3.6% from 55,Connection profile is under pressure: Trainer track 3.6% from 55.,INSUFFICIENT_SP_SAMPLE,,3.6364,6.6667,0.0,0.0,0,Connection profile is under pressure: Trainer track 3.6% from 55.,COMPLETE
